TR236|c0_g1
TR27770|c0_g1
TR19907|c3_g1
TR16065|c1_g1
TR6568|c6_g2
TR33284|c0_g1
TR2380|c0_g2
TR14643|c0_g3
TR18143|c1_g2
TR29182|c1_g1
TR19602|c0_g1
TR11049|c6_g3
TR10649|c0_g1
TR35352|c0_g1
TR9276|c1_g1
TR11023|c0_g2
TR22082|c1_g1
TR2805|c7_g1
TR10144|c0_g1
TR17818|c1_g1
TR9225|c5_g2
TR34770|c0_g2
TR7745|c0_g2
TR34776|c8_g1
TR23228|c1_g1
TR4453|c0_g1
TR38931|c5_g2
TR2563|c1_g1
TR28256|c0_g2
TR23875|c0_g1
TR13051|c0_g1
TR6569|c1_g1
TR22905|c1_g1
TR10170|c1_g2
TR998|c0_g1
TR1469|c2_g1
TR9944|c1_g1
TR38900|c9_g1
TR38941|c5_g1
TR15305|c6_g3
TR2188|c1_g4
TR24003|c0_g5
TR9197|c0_g1
TR10160|c7_g2
TR23393|c5_g2
TR17881|c10_g1
TR9073|c7_g1
TR31900|c0_g1
TR38872|c0_g1
TR37057|c1_g1
TR8493|c0_g1
TR31445|c1_g1
TR27084|c0_g1
TR29897|c0_g1
TR9204|c6_g1
TR24864|c0_g1
TR38922|c3_g1
TR9895|c0_g1
TR22342|c4_g1
TR29861|c1_g1
TR25587|c0_g5
TR25539|c7_g1
TR29127|c13_g1
TR9488|c12_g1
TR25599|c4_g1
TR15961|c4_g2
TR22702|c0_g1
TR18192|c0_g2
TR29170|c7_g1
TR18159|c0_g2
TR8454|c1_g2
TR18229|c4_g4
TR13568|c0_g1
TR31288|c0_g2
TR10154|c0_g2
TR10965|c0_g1
TR24869|c2_g2
TR27853|c0_g1
TR17738|c0_g2
TR24028|c1_g1
TR32239|c3_g1
TR30421|c1_g1
TR27404|c5_g1
TR14910|c0_g1
TR19056|c0_g1
TR2071|c9_g1
TR7870|c3_g1
TR23894|c4_g1
TR13670|c4_g3
TR27689|c0_g1
TR17967|c0_g2
TR25015|c1_g1
TR34046|c11_g1
TR23915|c0_g2
TR38321|c0_g1
TR32320|c6_g3
TR34840|c3_g1
TR27357|c3_g1
TR14976|c0_g1
TR10999|c1_g1
TR18004|c4_g1
TR7887|c0_g1
TR36364|c0_g2
TR14623|c0_g1
TR32231|c2_g3
TR1461|c7_g1
TR36977|c5_g1
TR17495|c0_g1
TR9200|c7_g1
TR9474|c0_g5
TR1493|c3_g1
TR37049|c6_g2
TR18701|c1_g1
TR14135|c0_g1
TR7771|c0_g2
TR36349|c5_g3
TR24029|c1_g4
TR32225|c4_g2
TR30812|c12_g2
TR15954|c2_g1
TR36425|c7_g1
TR26393|c4_g1
TR7738|c13_g1
TR6131|c1_g2
TR15242|c8_g1
TR38944|c8_g2
TR32175|c4_g2
TR38896|c4_g2
TR9488|c6_g2
TR11052|c7_g2
TR29890|c0_g1
TR23978|c10_g1
TR9116|c0_g1
TR14957|c0_g4
TR17819|c9_g2
TR31422|c0_g1
TR6459|c3_g5
TR23930|c3_g8
TR10186|c4_g2
TR25205|c0_g1
TR8252|c0_g1
TR5359|c0_g2
TR13219|c0_g1
TR26444|c4_g3
TR26398|c3_g2
TR9450|c3_g1
TR6995|c0_g1
