TR38939|c4_g1
TR6479|c4_g1
TR15910|c0_g3
TR23871|c7_g1
TR2912|c1_g1
TR21287|c0_g1
TR30457|c0_g1
TR17469|c0_g1
TR10800|c0_g1
TR7788|c4_g1
TR13659|c0_g1
TR9179|c10_g3
TR5108|c1_g1
TR37052|c10_g3
TR13269|c0_g1
TR13693|c8_g2
TR24012|c9_g3
TR13722|c0_g6
TR25597|c7_g1
TR23955|c11_g1
TR5457|c0_g1
TR6398|c2_g2
TR7898|c0_g1
TR32253|c6_g1
TR34340|c0_g2
TR10206|c0_g1
TR7757|c1_g1
TR15420|c0_g1
TR15973|c12_g1
TR24008|c3_g2
TR17891|c6_g1
TR6450|c5_g1
TR25553|c3_g1
TR39130|c0_g1
TR10844|c2_g1
TR23885|c6_g2
TR18197|c5_g1
TR15990|c7_g2
TR5039|c12_g3
TR29141|c1_g1
TR23912|c2_g4
TR36220|c0_g2
TR7775|c0_g1
TR9091|c3_g2
TR36989|c1_g1
TR13033|c0_g1
TR21786|c0_g2
TR26474|c1_g1
TR33614|c0_g1
TR29145|c7_g1
TR10988|c3_g3
TR22044|c0_g3
TR32227|c5_g1
TR2732|c6_g3
TR9494|c0_g1
TR23685|c0_g2
TR17884|c6_g2
TR35292|c0_g1
TR15919|c7_g2
TR31863|c4_g4
TR26378|c1_g1
TR23947|c5_g1
TR9491|c4_g1
TR11012|c7_g1
TR17137|c0_g1
TR14161|c1_g1
TR23683|c0_g1
TR7786|c11_g2
TR30231|c0_g1
TR36406|c1_g3
TR15746|c6_g1
TR34766|c2_g1
TR15972|c13_g1
TR24010|c0_g2
TR20486|c0_g2
TR7322|c0_g1
TR13678|c0_g2
TR38944|c10_g1
TR9091|c16_g1
TR7788|c5_g1
TR15951|c4_g4
TR28102|c0_g1
TR32660|c0_g2
TR9437|c9_g4
TR36526|c0_g1
TR18212|c1_g1
TR30856|c12_g1
TR6582|c8_g1
TR16201|c0_g1
TR33506|c0_g1
TR26450|c1_g1
TR6107|c3_g1
TR31491|c1_g1
TR9124|c3_g1
TR18220|c7_g2
TR18232|c5_g1
TR26410|c2_g1
TR9107|c1_g2
TR26384|c5_g1
TR29589|c0_g1
TR24428|c0_g1
TR13678|c4_g1
TR36349|c6_g1
TR6454|c0_g1
TR17463|c0_g1
TR32192|c2_g2
TR7551|c0_g2
TR26284|c0_g1
TR7786|c11_g3
TR36381|c1_g3
TR10753|c0_g1
TR13440|c0_g1
TR6536|c5_g3
TR37054|c3_g2
TR2088|c0_g1
TR30895|c1_g1
TR8518|c4_g1
TR7341|c2_g1
TR16292|c0_g1
TR36221|c4_g2
TR14272|c0_g1
TR22640|c0_g1
TR18197|c2_g1
TR22343|c1_g1
TR15275|c8_g2
TR6588|c7_g3
TR32233|c4_g1
TR37008|c5_g1
TR34766|c2_g3
TR18220|c6_g1
TR7582|c1_g4
TR15760|c0_g2
TR32175|c6_g3
TR15305|c7_g1
TR6125|c7_g1
TR34767|c0_g2
TR7188|c0_g1
TR15255|c10_g1
TR17857|c1_g1
TR3360|c1_g1
TR19670|c1_g1
TR9437|c9_g3
TR28030|c0_g1
TR37039|c1_g1
TR15099|c0_g1
TR6434|c1_g1
TR11005|c3_g1
TR15760|c0_g1
TR15991|c0_g2
TR7704|c5_g1
TR12150|c0_g1
TR9244|c8_g4
TR29184|c0_g1
TR7784|c2_g1
TR23913|c6_g2
TR11003|c9_g3
TR20817|c0_g1
TR36573|c0_g1
TR32210|c7_g1
TR25598|c11_g1
TR33340|c0_g1
TR9408|c11_g2
TR12912|c0_g1
TR34088|c12_g1
TR23875|c8_g1
TR19157|c0_g1
TR4808|c0_g1
TR26165|c0_g2
TR38944|c10_g2
TR30205|c2_g1
TR9179|c10_g2
TR28511|c2_g1
TR32660|c0_g1
TR8551|c9_g1
TR34105|c5_g1
TR21657|c0_g2
TR4132|c0_g1
TR39268|c0_g1
TR8459|c9_g1
TR37346|c1_g1
TR32147|c8_g1
TR5109|c4_g1
TR11710|c2_g1
TR9444|c0_g1
TR13676|c0_g2
TR9437|c9_g2
TR1213|c0_g1
TR34820|c13_g2
TR36140|c2_g2
TR14292|c0_g1
TR9971|c11_g1
TR38931|c12_g1
TR36989|c0_g1
TR15287|c1_g1
TR24014|c2_g3
TR13676|c0_g4
TR22897|c4_g1
TR1426|c4_g2
TR32231|c2_g1
TR32138|c0_g3
TR929|c1_g1
TR7538|c0_g1
TR31891|c0_g1
TR36393|c2_g3
TR5107|c0_g5
TR8482|c4_g1
TR27385|c0_g1
TR37039|c2_g1
TR24012|c9_g2
TR27429|c0_g1
TR7892|c1_g3
TR35961|c1_g1
TR13732|c11_g1
TR22106|c0_g2
TR32140|c15_g2
TR35862|c1_g1
TR26819|c0_g1
TR22044|c0_g2
TR2679|c1_g1
TR33011|c0_g2
TR14665|c0_g1
TR27535|c0_g2
TR23607|c0_g1
TR23063|c0_g2
TR16389|c0_g1
TR2193|c7_g1
TR16062|c0_g1
TR36211|c13_g1
TR32266|c7_g3
TR37109|c0_g2
TR26410|c5_g1
TR3283|c0_g1
TR8461|c0_g1
TR27265|c0_g1
TR18561|c0_g1
TR31881|c2_g1
TR8684|c0_g1
TR22275|c0_g2
TR37037|c6_g3
TR34811|c3_g3
TR21796|c1_g1
TR19662|c0_g2
TR23904|c3_g3
TR24014|c1_g1
TR9069|c11_g1
TR10160|c22_g1
TR38931|c0_g1
TR7582|c1_g2
TR7544|c0_g2
TR30801|c0_g1
TR28219|c0_g1
TR25560|c0_g1
TR37064|c6_g2
TR17884|c6_g3
TR2831|c1_g1
TR35292|c1_g1
TR23988|c5_g1
TR2490|c8_g1
TR2329|c0_g1
TR26455|c9_g1
TR27397|c0_g1
TR35704|c0_g2
TR33151|c0_g1
TR25593|c4_g2
TR11003|c9_g2
TR3883|c3_g4
TR6452|c2_g1
TR15773|c0_g1
TR17884|c6_g1
TR34831|c3_g1
TR12543|c0_g1
TR13693|c9_g1
TR30775|c10_g1
TR2443|c0_g1
TR29189|c6_g1
TR35704|c0_g1
TR9228|c4_g3
TR19544|c0_g2
TR14127|c1_g1
TR12912|c1_g1
TR38876|c1_g1
TR13756|c4_g2
TR24052|c2_g1
TR19891|c3_g2
TR5107|c0_g3
TR15926|c1_g1
TR30107|c0_g1
TR1403|c7_g2
TR32145|c6_g2
TR30862|c9_g1
TR11470|c0_g1
TR22897|c3_g1
TR2781|c2_g1
TR69|c0_g1
TR13217|c2_g1
TR3685|c0_g1
TR34041|c15_g1
TR36989|c2_g1
TR13350|c1_g1
TR6479|c6_g1
TR36406|c1_g1
TR8456|c7_g1
TR25588|c6_g1
TR38903|c3_g1
TR36393|c0_g1
TR25598|c10_g1
TR1024|c0_g1
TR2490|c7_g1
TR17908|c8_g2
TR15253|c1_g1
TR36367|c0_g1
TR22197|c0_g1
TR30202|c1_g1
TR37112|c0_g3
TR6590|c5_g2
TR23904|c3_g2
TR23870|c3_g1
TR17867|c0_g1
TR1615|c0_g1
TR13217|c0_g1
TR20767|c0_g1
TR6629|c2_g4
TR13678|c3_g2
TR31870|c0_g2
TR2183|c0_g1
TR6391|c0_g1
TR32303|c10_g2
TR23912|c2_g3
TR6089|c9_g1
TR1618|c0_g1
TR29841|c0_g1
TR5068|c0_g2
TR2784|c0_g1
TR7759|c0_g1
TR22373|c2_g1
TR2996|c0_g1
TR36349|c7_g1
TR7207|c1_g1
TR31903|c0_g1
TR19699|c1_g2
TR3921|c18_g1
TR38966|c5_g1
TR27085|c0_g2
TR2191|c0_g1
TR18959|c0_g1
TR23078|c0_g2
TR13695|c1_g2
TR5107|c0_g4
TR3922|c4_g4
TR30775|c25_g1
TR25552|c1_g1
TR29189|c6_g2
